0.000000e+00	1.272442e-03
1.000000e-04	1.268231e-03
2.000000e-04	1.263900e-03
3.000000e-04	1.259446e-03
4.000000e-04	1.255211e-03
5.000000e-04	1.251206e-03
6.000000e-04	1.247421e-03
7.000000e-04	1.243843e-03
8.000000e-04	1.240459e-03
9.000000e-04	1.237263e-03
1.000000e-03	1.234249e-03
1.500000e-03	1.221827e-03
2.000000e-03	1.213667e-03
2.500000e-03	1.209688e-03
3.000000e-03	1.209858e-03
3.500000e-03	1.209001e-03
4.000000e-03	1.208837e-03
4.500000e-03	1.208505e-03
5.000000e-03	1.208293e-03
5.500000e-03	1.208006e-03
6.000000e-03	1.207708e-03
6.500000e-03	1.207364e-03
7.000000e-03	1.206988e-03
7.500000e-03	1.206573e-03
8.000000e-03	1.206122e-03
8.500000e-03	1.205644e-03
9.000000e-03	1.205139e-03
9.500000e-03	1.204610e-03
1.000000e-02	1.204058e-03
1.100000e-02	1.202905e-03
1.200000e-02	1.201692e-03
1.300000e-02	1.200432e-03
1.400000e-02	1.199135e-03
1.500000e-02	1.197803e-03
1.600000e-02	1.196453e-03
1.700000e-02	1.195073e-03
1.800000e-02	1.193675e-03
1.900000e-02	1.192266e-03
2.000000e-02	1.190841e-03
2.100000e-02	1.189401e-03
2.200000e-02	1.187947e-03
2.300000e-02	1.186486e-03
2.400000e-02	1.185017e-03
2.500000e-02	1.183538e-03
2.600000e-02	1.182051e-03
2.700000e-02	1.180554e-03
2.800000e-02	1.179055e-03
2.900000e-02	1.177546e-03
3.000000e-02	1.176038e-03
3.100000e-02	1.174521e-03
3.200000e-02	1.173000e-03
3.300000e-02	1.171477e-03
3.400000e-02	1.169948e-03
3.500000e-02	1.168418e-03
3.600000e-02	1.166889e-03
3.700000e-02	1.165351e-03
3.800000e-02	1.163816e-03
3.900000e-02	1.162280e-03
4.000000e-02	1.160742e-03
4.100000e-02	1.159204e-03
4.200000e-02	1.157669e-03
4.300000e-02	1.156128e-03
4.400000e-02	1.154580e-03
4.500000e-02	1.153018e-03
4.600000e-02	1.151441e-03
4.700000e-02	1.149843e-03
4.800000e-02	1.148233e-03
4.900000e-02	1.146611e-03
5.000000e-02	1.144978e-03
5.100000e-02	1.143323e-03
5.200000e-02	1.141653e-03
5.300000e-02	1.139975e-03
5.400000e-02	1.138278e-03
5.500000e-02	1.136567e-03
5.600000e-02	1.134849e-03
5.700000e-02	1.133111e-03
5.800000e-02	1.131360e-03
5.900000e-02	1.129595e-03
6.000000e-02	1.127818e-03
6.100000e-02	1.126026e-03
6.200000e-02	1.124225e-03
6.300000e-02	1.122406e-03
6.400000e-02	1.120572e-03
6.500000e-02	1.118732e-03
6.600000e-02	1.116874e-03
6.700000e-02	1.115004e-03
6.800000e-02	1.113120e-03
6.900000e-02	1.111223e-03
7.000000e-02	1.109314e-03
7.100000e-02	1.107394e-03
7.200000e-02	1.105458e-03
7.300000e-02	1.103514e-03
7.400000e-02	1.101554e-03
7.500000e-02	1.099583e-03
7.600000e-02	1.097597e-03
7.700000e-02	1.095602e-03
7.800000e-02	1.093591e-03
7.900000e-02	1.091569e-03
8.000000e-02	1.089535e-03
8.100000e-02	1.087492e-03
8.200000e-02	1.085431e-03
8.300000e-02	1.083361e-03
8.400000e-02	1.081280e-03
8.500000e-02	1.079186e-03
8.600000e-02	1.077080e-03
8.700000e-02	1.074959e-03
8.800000e-02	1.072827e-03
8.900000e-02	1.070688e-03
9.000000e-02	1.068535e-03
9.100000e-02	1.066369e-03
9.200000e-02	1.064192e-03
9.300000e-02	1.061999e-03
9.400000e-02	1.059798e-03
9.500000e-02	1.057588e-03
9.600000e-02	1.055362e-03
9.700000e-02	1.053125e-03
9.800000e-02	1.050879e-03
9.900000e-02	1.048621e-03
1.000000e-01	1.046351e-03
1.010000e-01	1.044069e-03
1.020000e-01	1.041775e-03
1.030000e-01	1.039472e-03
1.040000e-01	1.037155e-03
1.050000e-01	1.034831e-03
1.060000e-01	1.032489e-03
1.070000e-01	1.030144e-03
1.080000e-01	1.027782e-03
1.090000e-01	1.025413e-03
1.100000e-01	1.023027e-03
1.110000e-01	1.020634e-03
1.120000e-01	1.018230e-03
1.130000e-01	1.015816e-03
1.140000e-01	1.013388e-03
1.150000e-01	1.010954e-03
1.160000e-01	1.008504e-03
1.170000e-01	1.006049e-03
1.180000e-01	1.003579e-03
1.190000e-01	1.001100e-03
1.200000e-01	9.986090e-04
1.210000e-01	9.961090e-04
1.220000e-01	9.936000e-04
1.230000e-01	9.910791e-04
1.240000e-01	9.885462e-04
1.250000e-01	9.860044e-04
1.260000e-01	9.834536e-04
1.270000e-01	9.808909e-04
1.280000e-01	9.783192e-04
1.290000e-01	9.757355e-04
1.300000e-01	9.731429e-04
1.310000e-01	9.705414e-04
1.320000e-01	9.679279e-04
1.330000e-01	9.653054e-04
1.340000e-01	9.626740e-04
1.350000e-01	9.600306e-04
1.360000e-01	9.573812e-04
1.370000e-01	9.547169e-04
1.380000e-01	9.520467e-04
1.390000e-01	9.493645e-04
1.400000e-01	9.466763e-04
1.410000e-01	9.439762e-04
1.420000e-01	9.412671e-04
1.430000e-01	9.385460e-04
1.440000e-01	9.358190e-04
1.450000e-01	9.330831e-04
1.460000e-01	9.303351e-04
1.470000e-01	9.275812e-04
1.480000e-01	9.248154e-04
1.490000e-01	9.220406e-04
1.500000e-01	9.192598e-04
1.510000e-01	9.164641e-04
1.520000e-01	9.136654e-04
1.530000e-01	9.108548e-04
1.540000e-01	9.080382e-04
1.550000e-01	9.052096e-04
1.560000e-01	9.023721e-04
1.570000e-01	8.995286e-04
1.580000e-01	8.966761e-04
1.590000e-01	8.938117e-04
1.600000e-01	8.909413e-04
1.610000e-01	8.880650e-04
1.620000e-01	8.851796e-04
1.630000e-01	8.822854e-04
1.640000e-01	8.793791e-04
